SiteName	ProductName	PeriodName	ScenarioID	StepNumber	StatisticSource	TotalDemandQty	NonZeroDemandQtyMean	NonZeroDemandQtyStdDev	DemandQtyMean	DemandQtyStdDev	DemandIntervalMean	COV	MinDemand	MaxDemand	AggregationPeriodCount	OrderCount	Outliers	PotentialRevenue	CostOfGoods	TotalWeight	TotalCube	Intermittency	Variability	Clumpiness	DemandClass	DemandClassDetails
cz_3	FG_02	PERIOD_011	5	1	Guru Calculation from Demand	377	53.8571428571429	24.4092098153448	12.5666666666667	25.6913823379899	4.14285714285714	0.205409639599706	20	83	30	7	0	47125	45240	11310	377	Intermittent	HighlyVariable		Slow	Slow-HighlyVariable
cz_1	FG_02	PERIOD_011	5	1	Guru Calculation from Demand	431	53.875	16.7795581416368	14.3666666666667	25.5956398945054	3.625	0.0970032922487959	36	82	30	8	0	53875	51720	12930	431	Intermittent	HighlyVariable		Slow	Slow-HighlyVariable
cz_6	FG_02	PERIOD_011	5	1	Guru Calculation from Demand	405	45	19.4100489437817	13.5	23.3204808609558	2.9	0.186049382716049	2	64	30	9	0	50625	48600	12150	405	Intermittent	HighlyVariable		Slow	Slow-HighlyVariable
cz_2	FG_02	PERIOD_012	5	1	Guru Calculation from Demand	410	82	23.3987179135952	13.2258064516129	31.8263095330675	5	0.081424747174301	42	100	31	5	0	51250	49200	12300	410	Intermittent	HighlyVariable		Slow	Slow-HighlyVariable
cz_5	FG_02	PERIOD_012	5	1	Guru Calculation from Demand	603	75.375	18.8599159216426	19.4516129032258	34.7427102278808	3.33333333333333	0.0626072826265891	40	99	31	8	0	75375	72360	18090	603	Intermittent	HighlyVariable		Slow	Slow-HighlyVariable
cz_2	FG_01	PERIOD_012	5	1	Guru Calculation from Demand	98	98		3.16129032258065	17.6013195986239			98	98	31	1	0	10290	9800	2940	98				ExtremelySlow	ExtremelySlow
cz_4	FG_01	PERIOD_012	5	1	Guru Calculation from Demand	91	91		2.93548387096774	16.3440824844365			91	91	31	1	0	9555	9100	2730	91				ExtremelySlow	ExtremelySlow
cz_3	FG_02	PERIOD_012	5	1	Guru Calculation from Demand	432	72	21.2978872191586	13.9354838709677	30.1948510885228	5	0.0875	35	89	31	6	0	54000	51840	12960	432	Intermittent	HighlyVariable		Slow	Slow-HighlyVariable
cz_6	FG_02	PERIOD_012	5	1	Guru Calculation from Demand	304	60.8	31.7127734517182	9.80645161290323	25.51132997296	5	0.272057868767313	5	82	31	5	0	38000	36480	9120	304	Intermittent	HighlyVariable		Slow	Slow-HighlyVariable
cz_1	FG_02	PERIOD_012	5	1	Guru Calculation from Demand	331	55.1666666666667	27.6507986623654	10.6774193548387	24.8654875905999	4.28571428571429	0.251224432051551	7	80	31	6	0	41375	39720	9930	331	Intermittent	HighlyVariable		Slow	Slow-HighlyVariable
cz_7	FG_02	PERIOD_012	5	1	Guru Calculation from Demand	311	51.8333333333333	15.1051867471629	10.0322580645161	21.7109555616018	4.28571428571429	0.0849246802659195	35	73	31	6	0	38875	37320	9330	311	Intermittent	HighlyVariable		Slow	Slow-HighlyVariable
cz_4	FG_02	PERIOD_012	5	1	Guru Calculation from Demand	315	39.375	20.9484912515027	10.1612903225806	20.227204081292	3.33333333333333	0.283050786452147	5	72	31	8	0	39375	37800	9450	315	Intermittent	HighlyVariable		Slow	Slow-HighlyVariable
