Site	Product	ScenarioID	StepNumber	Rep	Time	Value	PotentialRevenue	Outlier	AdjustedDemand
cz_5	FG_02	1	1	1	05/18/2016	10	1250	False	
cz_5	FG_02	1	1	1	05/20/2016	58	7250	False	
cz_5	FG_02	1	1	1	05/23/2016	41	5125	False	
cz_5	FG_02	1	1	1	05/27/2016	7	875	False	
cz_5	FG_02	1	1	1	05/30/2016	61	7625	False	
cz_8	FG_02	1	1	1	05/02/2016	83	10375	False	
cz_8	FG_02	1	1	1	05/05/2016	79	9875	False	
cz_8	FG_02	1	1	1	05/08/2016	4	500	False	
cz_8	FG_02	1	1	1	05/11/2016	43	5375	False	
cz_8	FG_02	1	1	1	05/15/2016	71	8875	False	
cz_8	FG_02	1	1	1	05/18/2016	37	4625	False	
cz_8	FG_02	1	1	1	05/21/2016	62	7750	False	
cz_8	FG_02	1	1	1	05/23/2016	49	6125	False	
cz_8	FG_02	1	1	1	05/26/2016	36	4500	False	
cz_6	FG_02	1	1	1	06/01/2016	100	12500	False	
cz_6	FG_02	1	1	1	06/04/2016	51	6375	False	
cz_6	FG_02	1	1	1	06/07/2016	76	9500	False	
cz_6	FG_02	1	1	1	06/10/2016	40	5000	False	
cz_6	FG_02	1	1	1	06/13/2016	89	11125	False	
cz_6	FG_02	1	1	1	06/17/2016	99	12375	False	
cz_6	FG_02	1	1	1	06/20/2016	9	1125	False	
cz_6	FG_02	1	1	1	06/23/2016	53	6625	False	
cz_6	FG_02	1	1	1	06/26/2016	75	9375	False	
cz_6	FG_02	1	1	1	06/29/2016	85	10625	False	
cz_1	FG_02	1	1	1	06/01/2016	51	6375	False	
cz_1	FG_02	1	1	1	06/04/2016	6	750	False	
cz_1	FG_02	1	1	1	06/06/2016	72	9000	False	
cz_1	FG_02	1	1	1	06/09/2016	147	18375	False	
cz_1	FG_02	1	1	1	06/13/2016	66	8250	False	
cz_1	FG_02	1	1	1	06/16/2016	100.5	12562.5	False	
cz_1	FG_02	1	1	1	06/19/2016	118.5	14812.5	False	
cz_1	FG_02	1	1	1	06/21/2016	118.5	14812.5	False	
cz_1	FG_02	1	1	1	06/25/2016	90	11250	False	
cz_1	FG_02	1	1	1	06/29/2016	111	13875	False	
cz_3	FG_02	1	1	1	06/05/2016	83	10375	False	
cz_3	FG_02	1	1	1	06/08/2016	69	8625	False	
cz_3	FG_02	1	1	1	06/10/2016	91	11375	False	
cz_3	FG_02	1	1	1	06/14/2016	97	12125	False	
cz_3	FG_02	1	1	1	06/17/2016	35	4375	False	
cz_3	FG_02	1	1	1	06/19/2016	78	9750	False	
cz_3	FG_02	1	1	1	06/25/2016	89	11125	False	
cz_3	FG_02	1	1	1	06/29/2016	6	750	False	
cz_5	FG_02	1	1	1	06/02/2016	5	625	False	
cz_5	FG_02	1	1	1	06/05/2016	55	6875	False	
cz_5	FG_02	1	1	1	06/11/2016	71	8875	False	
cz_5	FG_02	1	1	1	06/14/2016	81	10125	False	
cz_5	FG_02	1	1	1	06/21/2016	81	10125	False	
cz_5	FG_02	1	1	1	06/24/2016	97	12125	False	
cz_5	FG_02	1	1	1	06/27/2016	87	10875	False	
cz_5	FG_02	1	1	1	06/29/2016	78	9750	False	
cz_7	FG_02	1	1	1	06/01/2016	90	11250	False	
cz_7	FG_02	1	1	1	06/04/2016	7	875	False	
cz_7	FG_02	1	1	1	06/07/2016	37	4625	False	
cz_7	FG_02	1	1	1	06/11/2016	69	8625	False	
cz_7	FG_02	1	1	1	06/14/2016	92	11500	False	
cz_7	FG_02	1	1	1	06/17/2016	56	7000	False	
cz_7	FG_02	1	1	1	06/20/2016	52	6500	False	
cz_7	FG_02	1	1	1	06/23/2016	20	2500	False	
cz_7	FG_02	1	1	1	06/26/2016	88	11000	False	
cz_2	FG_02	1	1	1	06/01/2016	91	11375	False	
cz_2	FG_02	1	1	1	06/05/2016	50	6250	False	
cz_2	FG_02	1	1	1	06/08/2016	62	7750	False	
cz_2	FG_02	1	1	1	06/11/2016	32	4000	False	
cz_2	FG_02	1	1	1	06/13/2016	54	6750	False	
cz_2	FG_02	1	1	1	06/16/2016	64	8000	False	
cz_2	FG_02	1	1	1	06/19/2016	76	9500	False	
cz_2	FG_02	1	1	1	06/25/2016	45	5625	False	
cz_2	FG_02	1	1	1	06/29/2016	38	4750	False	
cz_8	FG_02	1	1	1	06/01/2016	53	6625	False	
cz_8	FG_02	1	1	1	06/04/2016	52	6500	False	
cz_8	FG_02	1	1	1	06/06/2016	34	4250	False	
cz_8	FG_02	1	1	1	06/09/2016	73	9125	False	
cz_8	FG_02	1	1	1	06/12/2016	61	7625	False	
cz_8	FG_02	1	1	1	06/15/2016	44	5500	False	
cz_8	FG_02	1	1	1	06/18/2016	6	750	False	
cz_8	FG_02	1	1	1	06/29/2016	91	11375	False	
cz_4	FG_02	1	1	1	06/05/2016	69	8625	False	
cz_4	FG_02	1	1	1	06/10/2016	48	6000	False	
cz_4	FG_02	1	1	1	06/13/2016	76	9500	False	
cz_4	FG_02	1	1	1	06/16/2016	9	1125	False	
cz_4	FG_02	1	1	1	06/19/2016	33	4125	False	
cz_4	FG_02	1	1	1	06/22/2016	68	8500	False	
cz_4	FG_02	1	1	1	06/29/2016	81	10125	False	
cz_2	FG_02	1	1	1	07/02/2016	82	10250	False	
cz_2	FG_02	1	1	1	07/05/2016	59	7375	False	
cz_2	FG_02	1	1	1	07/08/2016	6	750	False	
cz_2	FG_02	1	1	1	07/10/2016	84	10500	False	
cz_2	FG_02	1	1	1	07/13/2016	32	4000	False	
cz_2	FG_02	1	1	1	07/19/2016	32	4000	False	
cz_2	FG_02	1	1	1	07/25/2016	77	9625	False	
cz_2	FG_02	1	1	1	07/29/2016	99	12375	False	
cz_5	FG_02	1	1	1	07/02/2016	40	5000	False	
cz_5	FG_02	1	1	1	07/05/2016	49	6125	False	
cz_5	FG_02	1	1	1	07/08/2016	59	7375	False	
cz_5	FG_02	1	1	1	07/11/2016	40	5000	False	
cz_5	FG_02	1	1	1	07/20/2016	90	11250	False	
cz_5	FG_02	1	1	1	07/23/2016	45	5625	False	
cz_5	FG_02	1	1	1	07/27/2016	32	4000	False	
cz_5	FG_02	1	1	1	07/29/2016	96	12000	False	
cz_8	FG_02	1	1	1	07/01/2016	56	7000	False	
cz_8	FG_02	1	1	1	07/04/2016	62	7750	False	
cz_8	FG_02	1	1	1	07/08/2016	64	8000	False	
cz_8	FG_02	1	1	1	07/14/2016	85	10625	False	
cz_8	FG_02	1	1	1	07/16/2016	86	10750	False	
cz_8	FG_02	1	1	1	07/19/2016	45	5625	False	
cz_8	FG_02	1	1	1	07/23/2016	94	11750	False	
cz_8	FG_02	1	1	1	07/26/2016	70	8750	False	
cz_8	FG_02	1	1	1	07/29/2016	8	1000	False	
cz_8	FG_02	1	1	1	07/31/2016	95	11875	False	
cz_1	FG_02	1	1	1	07/01/2016	15	1875	False	
cz_1	FG_02	1	1	1	07/05/2016	10.5	1312.5	False	
cz_1	FG_02	1	1	1	07/07/2016	10.5	1312.5	False	
cz_1	FG_02	1	1	1	07/10/2016	135	16875	False	
cz_1	FG_02	1	1	1	07/13/2016	9	1125	False	
cz_1	FG_02	1	1	1	07/16/2016	91.5	11437.5	False	
cz_1	FG_02	1	1	1	07/19/2016	106.5	13312.5	False	
cz_1	FG_02	1	1	1	07/22/2016	7.5	937.5	False	
cz_1	FG_02	1	1	1	07/25/2016	102	12750	False	
cz_1	FG_02	1	1	1	07/29/2016	91.5	11437.5	False	
cz_1	FG_02	1	1	1	07/31/2016	141	17625	False	
cz_4	FG_02	1	1	1	07/02/2016	83	10375	False	
cz_4	FG_02	1	1	1	07/05/2016	60	7500	False	
cz_4	FG_02	1	1	1	07/07/2016	52	6500	False	
cz_4	FG_02	1	1	1	07/10/2016	92	11500	False	
cz_4	FG_02	1	1	1	07/13/2016	32	4000	False	
cz_4	FG_02	1	1	1	07/16/2016	51	6375	False	
cz_4	FG_02	1	1	1	07/19/2016	35	4375	False	
cz_4	FG_02	1	1	1	07/25/2016	4	500	False	
cz_4	FG_02	1	1	1	07/29/2016	46	5750	False	
cz_6	FG_02	1	1	1	07/05/2016	10	1250	False	
cz_6	FG_02	1	1	1	07/09/2016	91	11375	False	
cz_6	FG_02	1	1	1	07/12/2016	45	5625	False	
cz_6	FG_02	1	1	1	07/15/2016	80	10000	False	
cz_6	FG_02	1	1	1	07/21/2016	72	9000	False	
cz_6	FG_02	1	1	1	07/27/2016	6	750	False	
cz_6	FG_02	1	1	1	07/29/2016	88	11000	False	
cz_3	FG_02	1	1	1	07/02/2016	39	4875	False	
cz_3	FG_02	1	1	1	07/05/2016	47	5875	False	
cz_3	FG_02	1	1	1	07/08/2016	44	5500	False	
cz_3	FG_02	1	1	1	07/11/2016	87	10875	False	
cz_3	FG_02	1	1	1	07/14/2016	68	8500	False	
cz_3	FG_02	1	1	1	07/17/2016	64	8000	False	
cz_3	FG_02	1	1	1	07/20/2016	73	9125	False	
cz_3	FG_02	1	1	1	07/23/2016	50	6250	False	
cz_3	FG_02	1	1	1	07/27/2016	4	500	False	
cz_3	FG_02	1	1	1	07/29/2016	69	8625	False	
cz_7	FG_02	1	1	1	07/01/2016	81	10125	False	
cz_7	FG_02	1	1	1	07/04/2016	54	6750	False	
cz_7	FG_02	1	1	1	07/07/2016	70	8750	False	
cz_7	FG_02	1	1	1	07/10/2016	40	5000	False	
cz_7	FG_02	1	1	1	07/19/2016	53	6625	False	
cz_7	FG_02	1	1	1	07/22/2016	68	8500	False	
cz_7	FG_02	1	1	1	07/25/2016	66	8250	False	
cz_7	FG_02	1	1	1	07/29/2016	44	5500	False	
cz_4	FG_02	1	1	1	08/01/2016	46	5750	False	
cz_4	FG_02	1	1	1	08/04/2016	96	12000	False	
cz_4	FG_02	1	1	1	08/07/2016	94	11750	False	
cz_4	FG_02	1	1	1	08/13/2016	6	750	False	
cz_4	FG_02	1	1	1	08/16/2016	81	10125	False	
cz_4	FG_02	1	1	1	08/20/2016	10	1250	False	
cz_4	FG_02	1	1	1	08/23/2016	5	625	False	
cz_4	FG_02	1	1	1	08/28/2016	80	10000	False	
cz_4	FG_02	1	1	1	08/30/2016	63	7875	False	
cz_1	FG_02	1	1	1	08/05/2016	139.5	17437.5	False	
cz_1	FG_02	1	1	1	08/08/2016	46.5	5812.5	False	
cz_1	FG_02	1	1	1	08/11/2016	93	11625	False	
cz_1	FG_02	1	1	1	08/17/2016	109.5	13687.5	False	
cz_1	FG_02	1	1	1	08/20/2016	142.5	17812.5	False	
cz_1	FG_02	1	1	1	08/23/2016	112.5	14062.5	False	
cz_8	FG_02	1	1	1	08/03/2016	59	7375	False	
cz_8	FG_02	1	1	1	08/06/2016	77	9625	False	
cz_8	FG_02	1	1	1	08/12/2016	66	8250	False	
cz_8	FG_02	1	1	1	08/16/2016	91	11375	False	
cz_8	FG_02	1	1	1	08/18/2016	84	10500	False	
cz_8	FG_02	1	1	1	08/22/2016	48	6000	False	
cz_8	FG_02	1	1	1	08/28/2016	95	11875	False	
cz_2	FG_02	1	1	1	08/01/2016	89	11125	False	
cz_2	FG_02	1	1	1	08/04/2016	94	11750	False	
cz_2	FG_02	1	1	1	08/07/2016	6	750	False	
cz_2	FG_02	1	1	1	08/09/2016	66	8250	False	
cz_2	FG_02	1	1	1	08/12/2016	51	6375	False	
cz_2	FG_02	1	1	1	08/15/2016	91	11375	False	
cz_2	FG_02	1	1	1	08/18/2016	79	9875	False	
cz_2	FG_02	1	1	1	08/21/2016	34	4250	False	
cz_2	FG_02	1	1	1	08/28/2016	85	10625	False	
cz_5	FG_02	1	1	1	08/01/2016	85	10625	False	
cz_5	FG_02	1	1	1	08/04/2016	62	7750	False	
cz_5	FG_02	1	1	1	08/06/2016	2	250	False	
cz_5	FG_02	1	1	1	08/09/2016	7	875	False	
cz_5	FG_02	1	1	1	08/13/2016	94	11750	False	
cz_5	FG_02	1	1	1	08/16/2016	33	4125	False	
cz_5	FG_02	1	1	1	08/22/2016	69	8625	False	
cz_5	FG_02	1	1	1	08/25/2016	78	9750	False	
cz_5	FG_02	1	1	1	08/28/2016	35	4375	False	
cz_3	FG_02	1	1	1	08/01/2016	72	9000	False	
cz_3	FG_02	1	1	1	08/04/2016	93	11625	False	
cz_3	FG_02	1	1	1	08/06/2016	80	10000	False	
cz_3	FG_02	1	1	1	08/10/2016	72	9000	False	
cz_3	FG_02	1	1	1	08/12/2016	33	4125	False	
cz_3	FG_02	1	1	1	08/24/2016	38	4750	False	
cz_3	FG_02	1	1	1	08/28/2016	55	6875	False	
cz_7	FG_02	1	1	1	08/03/2016	88	11000	False	
cz_7	FG_02	1	1	1	08/07/2016	45	5625	False	
cz_7	FG_02	1	1	1	08/09/2016	36	4500	False	
cz_7	FG_02	1	1	1	08/13/2016	87	10875	False	
cz_7	FG_02	1	1	1	08/25/2016	8	1000	False	
cz_7	FG_02	1	1	1	08/28/2016	9	1125	False	
cz_7	FG_02	1	1	1	08/30/2016	76	9500	False	
cz_6	FG_02	1	1	1	08/04/2016	50	6250	False	
cz_6	FG_02	1	1	1	08/07/2016	37	4625	False	
cz_6	FG_02	1	1	1	08/10/2016	63	7875	False	
cz_6	FG_02	1	1	1	08/13/2016	84	10500	False	
cz_6	FG_02	1	1	1	08/17/2016	51	6375	False	
cz_6	FG_02	1	1	1	08/20/2016	74	9250	False	
cz_6	FG_02	1	1	1	08/23/2016	62	7750	False	
cz_1	FG_01	1	1	1	09/05/2016	300	31500	False	
cz_5	FG_01	1	1	1	09/05/2016	200	21000	False	
cz_5	FG_01	1	1	1	09/15/2016	200	21000	False	
cz_3	FG_01	1	1	1	09/14/2016	200	21000	False	
cz_1	FG_02	1	1	1	09/02/2016	127.5	15937.5	False	
cz_1	FG_02	1	1	1	09/05/2016	114	14250	False	
cz_1	FG_02	1	1	1	09/11/2016	66	8250	False	
cz_1	FG_02	1	1	1	09/14/2016	148.5	18562.5	False	
cz_1	FG_02	1	1	1	09/18/2016	105	13125	False	
cz_1	FG_02	1	1	1	09/24/2016	96	12000	False	
cz_1	FG_02	1	1	1	09/27/2016	15	1875	False	
cz_1	FG_02	1	1	1	09/29/2016	117	14625	False	
cz_7	FG_02	1	1	1	09/02/2016	42	5250	False	
cz_7	FG_02	1	1	1	09/05/2016	72	9000	False	
cz_7	FG_02	1	1	1	09/08/2016	59	7375	False	
cz_7	FG_02	1	1	1	09/11/2016	74	9250	False	
cz_7	FG_02	1	1	1	09/15/2016	4	500	False	
cz_7	FG_02	1	1	1	09/17/2016	38	4750	False	
cz_7	FG_02	1	1	1	09/20/2016	48	6000	False	
cz_7	FG_02	1	1	1	09/23/2016	99	12375	False	
cz_7	FG_02	1	1	1	09/27/2016	67	8375	False	
cz_7	FG_02	1	1	1	09/30/2016	82	10250	False	
cz_2	FG_02	1	1	1	09/03/2016	62	7750	False	
cz_2	FG_02	1	1	1	09/06/2016	54	6750	False	
cz_2	FG_02	1	1	1	09/10/2016	45	5625	False	
cz_2	FG_02	1	1	1	09/12/2016	51	6375	False	
cz_2	FG_02	1	1	1	09/15/2016	96	12000	False	
cz_2	FG_02	1	1	1	09/18/2016	49	6125	False	
cz_2	FG_02	1	1	1	09/25/2016	99	12375	False	
cz_6	FG_02	1	1	1	09/02/2016	38	4750	False	
cz_6	FG_02	1	1	1	09/05/2016	89	11125	False	
cz_6	FG_02	1	1	1	09/08/2016	96	12000	False	
cz_6	FG_02	1	1	1	09/12/2016	33	4125	False	
cz_6	FG_02	1	1	1	09/17/2016	51	6375	False	
cz_6	FG_02	1	1	1	09/23/2016	82	10250	False	
cz_6	FG_02	1	1	1	09/29/2016	69	8625	False	
cz_3	FG_02	1	1	1	09/02/2016	43	5375	False	
cz_3	FG_02	1	1	1	09/14/2016	94	11750	False	
cz_3	FG_02	1	1	1	09/17/2016	64	8000	False	
cz_3	FG_02	1	1	1	09/20/2016	5	625	False	
cz_3	FG_02	1	1	1	09/24/2016	37	4625	False	
cz_3	FG_02	1	1	1	09/27/2016	37	4625	False	
cz_4	FG_02	1	1	1	09/02/2016	66	8250	False	
cz_4	FG_02	1	1	1	09/05/2016	65	8125	False	
cz_4	FG_02	1	1	1	09/08/2016	91	11375	False	
cz_4	FG_02	1	1	1	09/11/2016	86	10750	False	
cz_4	FG_02	1	1	1	09/16/2016	70	8750	False	
cz_4	FG_02	1	1	1	09/19/2016	20	2500	False	
cz_4	FG_02	1	1	1	09/22/2016	55	6875	False	
cz_5	FG_02	1	1	1	09/03/2016	36	4500	False	
cz_5	FG_02	1	1	1	09/05/2016	37	4625	False	
cz_5	FG_02	1	1	1	09/08/2016	52	6500	False	
cz_5	FG_02	1	1	1	09/18/2016	41	5125	False	
cz_5	FG_02	1	1	1	09/21/2016	90	11250	False	
cz_5	FG_02	1	1	1	09/23/2016	7	875	False	
cz_5	FG_02	1	1	1	09/27/2016	86	10750	False	
cz_5	FG_02	1	1	1	09/29/2016	91	11375	False	
cz_8	FG_02	1	1	1	09/02/2016	42	5250	False	
cz_8	FG_02	1	1	1	09/05/2016	37	4625	False	
cz_8	FG_02	1	1	1	09/11/2016	89	11125	False	
cz_8	FG_02	1	1	1	09/24/2016	73	9125	False	
cz_8	FG_02	1	1	1	09/27/2016	60	7500	False	
cz_8	FG_02	1	1	1	09/30/2016	67	8375	False	
cz_7	FG_01	1	1	1	10/03/2016	301	31605	False	
cz_4	FG_02	1	1	1	10/03/2016	53	6625	False	
cz_4	FG_02	1	1	1	10/15/2016	100	12500	False	
cz_4	FG_02	1	1	1	10/18/2016	90	11250	False	
cz_4	FG_02	1	1	1	10/24/2016	67	8375	False	
cz_4	FG_02	1	1	1	10/27/2016	98	12250	False	
cz_4	FG_02	1	1	1	10/30/2016	76	9500	False	
cz_6	FG_02	1	1	1	10/03/2016	5	625	False	
cz_6	FG_02	1	1	1	10/06/2016	7	875	False	
cz_6	FG_02	1	1	1	10/09/2016	8	1000	False	
cz_6	FG_02	1	1	1	10/12/2016	87	10875	False	
cz_6	FG_02	1	1	1	10/18/2016	9	1125	False	
cz_6	FG_02	1	1	1	10/21/2016	98	12250	False	
cz_6	FG_02	1	1	1	10/24/2016	2	250	False	
cz_6	FG_02	1	1	1	10/27/2016	75	9375	False	
cz_6	FG_02	1	1	1	10/30/2016	50	6250	False	
cz_5	FG_02	1	1	1	10/06/2016	45	5625	False	
cz_5	FG_02	1	1	1	10/08/2016	94	11750	False	
cz_5	FG_02	1	1	1	10/11/2016	90	11250	False	
cz_5	FG_02	1	1	1	10/14/2016	44	5500	False	
cz_5	FG_02	1	1	1	10/20/2016	54	6750	False	
cz_5	FG_02	1	1	1	10/23/2016	33	4125	False	
cz_5	FG_02	1	1	1	10/27/2016	5	625	False	
cz_5	FG_02	1	1	1	10/30/2016	62	7750	False	
cz_8	FG_02	1	1	1	10/06/2016	7	875	False	
cz_8	FG_02	1	1	1	10/08/2016	33	4125	False	
cz_8	FG_02	1	1	1	10/12/2016	46	5750	False	
cz_8	FG_02	1	1	1	10/20/2016	54	6750	False	
cz_8	FG_02	1	1	1	10/23/2016	2	250	False	
cz_8	FG_02	1	1	1	10/27/2016	94	11750	False	
cz_8	FG_02	1	1	1	10/30/2016	69	8625	False	
cz_1	FG_02	1	1	1	10/05/2016	127.5	15937.5	False	
cz_1	FG_02	1	1	1	10/08/2016	96	12000	False	
cz_1	FG_02	1	1	1	10/11/2016	139.5	17437.5	False	
cz_1	FG_02	1	1	1	10/14/2016	133.5	16687.5	False	
cz_1	FG_02	1	1	1	10/17/2016	129	16125	False	
cz_1	FG_02	1	1	1	10/23/2016	130.5	16312.5	False	
cz_1	FG_02	1	1	1	10/27/2016	132	16500	False	
cz_1	FG_02	1	1	1	10/29/2016	30	3750	False	
cz_3	FG_02	1	1	1	10/06/2016	63	7875	False	
cz_3	FG_02	1	1	1	10/08/2016	90	11250	False	
cz_3	FG_02	1	1	1	10/11/2016	79	9875	False	
cz_3	FG_02	1	1	1	10/14/2016	75	9375	False	
cz_3	FG_02	1	1	1	10/17/2016	78	9750	False	
cz_3	FG_02	1	1	1	10/20/2016	58	7250	False	
cz_3	FG_02	1	1	1	10/24/2016	61	7625	False	
cz_3	FG_02	1	1	1	10/27/2016	91	11375	False	
cz_3	FG_02	1	1	1	10/29/2016	49	6125	False	
cz_7	FG_02	1	1	1	10/06/2016	77	9625	False	
cz_7	FG_02	1	1	1	10/12/2016	66	8250	False	
cz_7	FG_02	1	1	1	10/15/2016	36	4500	False	
cz_7	FG_02	1	1	1	10/18/2016	37	4625	False	
cz_7	FG_02	1	1	1	10/25/2016	55	6875	False	
cz_7	FG_02	1	1	1	10/27/2016	58	7250	False	
cz_7	FG_02	1	1	1	10/29/2016	40	5000	False	
cz_2	FG_02	1	1	1	10/02/2016	69	8625	False	
cz_2	FG_02	1	1	1	10/05/2016	76	9500	False	
cz_2	FG_02	1	1	1	10/12/2016	7	875	False	
cz_2	FG_02	1	1	1	10/18/2016	9	1125	False	
cz_2	FG_02	1	1	1	10/21/2016	38	4750	False	
cz_2	FG_02	1	1	1	10/27/2016	35	4375	False	
cz_4	FG_01	1	1	1	11/28/2016	100	10500	False	
cz_7	FG_01	1	1	1	11/29/2016	100	10500	False	
cz_5	FG_02	1	1	1	11/02/2016	65	8125	False	
cz_5	FG_02	1	1	1	11/05/2016	70	8750	False	
cz_5	FG_02	1	1	1	11/08/2016	99	12375	False	
cz_5	FG_02	1	1	1	11/12/2016	8	1000	False	
cz_5	FG_02	1	1	1	11/14/2016	97	12125	False	
cz_5	FG_02	1	1	1	11/17/2016	8	1000	False	
cz_5	FG_02	1	1	1	11/20/2016	10	1250	False	
cz_5	FG_02	1	1	1	11/24/2016	54	6750	False	
cz_5	FG_02	1	1	1	11/26/2016	48	6000	False	
cz_5	FG_02	1	1	1	11/29/2016	64	8000	False	
cz_2	FG_02	1	1	1	11/01/2016	86	10750	False	
cz_2	FG_02	1	1	1	11/05/2016	47	5875	False	
cz_2	FG_02	1	1	1	11/08/2016	98	12250	False	
cz_2	FG_02	1	1	1	11/10/2016	69	8625	False	
cz_2	FG_02	1	1	1	11/13/2016	80	10000	False	
cz_2	FG_02	1	1	1	11/16/2016	10	1250	False	
cz_2	FG_02	1	1	1	11/19/2016	40	5000	False	
cz_2	FG_02	1	1	1	11/22/2016	58	7250	False	
cz_2	FG_02	1	1	1	11/26/2016	97	12125	False	
cz_2	FG_02	1	1	1	11/28/2016	10	1250	False	
cz_4	FG_02	1	1	1	11/02/2016	49	6125	False	
cz_4	FG_02	1	1	1	11/11/2016	47	5875	False	
cz_4	FG_02	1	1	1	11/14/2016	95	11875	False	
cz_4	FG_02	1	1	1	11/17/2016	54	6750	False	
cz_4	FG_02	1	1	1	11/21/2016	72	9000	False	
cz_4	FG_02	1	1	1	11/24/2016	37	4625	False	
cz_4	FG_02	1	1	1	11/26/2016	92	11500	False	
cz_4	FG_02	1	1	1	11/28/2016	91	11375	False	
cz_7	FG_02	1	1	1	11/01/2016	62	7750	False	
cz_7	FG_02	1	1	1	11/04/2016	91	11375	False	
cz_7	FG_02	1	1	1	11/07/2016	86	10750	False	
cz_7	FG_02	1	1	1	11/10/2016	94	11750	False	
cz_7	FG_02	1	1	1	11/17/2016	59	7375	False	
cz_7	FG_02	1	1	1	11/21/2016	77	9625	False	
cz_7	FG_02	1	1	1	11/26/2016	7	875	False	
cz_7	FG_02	1	1	1	11/29/2016	32	4000	False	
cz_8	FG_02	1	1	1	11/02/2016	54	6750	False	
cz_8	FG_02	1	1	1	11/04/2016	8	1000	False	
cz_8	FG_02	1	1	1	11/08/2016	83	10375	False	
cz_8	FG_02	1	1	1	11/10/2016	47	5875	False	
cz_8	FG_02	1	1	1	11/16/2016	68	8500	False	
cz_8	FG_02	1	1	1	11/19/2016	71	8875	False	
cz_8	FG_02	1	1	1	11/22/2016	84	10500	False	
cz_8	FG_02	1	1	1	11/29/2016	5	625	False	
cz_3	FG_02	1	1	1	11/01/2016	42	5250	False	
cz_3	FG_02	1	1	1	11/04/2016	77	9625	False	
cz_3	FG_02	1	1	1	11/06/2016	76	9500	False	
cz_3	FG_02	1	1	1	11/10/2016	83	10375	False	
cz_3	FG_02	1	1	1	11/16/2016	20	2500	False	
cz_3	FG_02	1	1	1	11/22/2016	40	5000	False	
cz_3	FG_02	1	1	1	11/26/2016	39	4875	False	
cz_1	FG_02	1	1	1	11/01/2016	58.5	7312.5	False	
cz_1	FG_02	1	1	1	11/04/2016	54	6750	False	
cz_1	FG_02	1	1	1	11/07/2016	102	12750	False	
cz_1	FG_02	1	1	1	11/10/2016	66	8250	False	
cz_1	FG_02	1	1	1	11/13/2016	103.5	12937.5	False	
cz_1	FG_02	1	1	1	11/19/2016	67.5	8437.5	False	
cz_1	FG_02	1	1	1	11/21/2016	72	9000	False	
cz_1	FG_02	1	1	1	11/26/2016	123	15375	False	
cz_6	FG_02	1	1	1	11/02/2016	62	7750	False	
cz_6	FG_02	1	1	1	11/04/2016	49	6125	False	
cz_6	FG_02	1	1	1	11/07/2016	2	250	False	
cz_6	FG_02	1	1	1	11/10/2016	43	5375	False	
cz_6	FG_02	1	1	1	11/13/2016	64	8000	False	
cz_6	FG_02	1	1	1	11/16/2016	62	7750	False	
cz_6	FG_02	1	1	1	11/21/2016	48	6000	False	
cz_6	FG_02	1	1	1	11/26/2016	44	5500	False	
cz_6	FG_02	1	1	1	11/29/2016	31	3875	False	
cz_2	FG_02	1	1	1	12/04/2016	42	5250	False	
cz_2	FG_02	1	1	1	12/07/2016	100	12500	False	
cz_2	FG_02	1	1	1	12/13/2016	81	10125	False	
cz_2	FG_02	1	1	1	12/17/2016	93	11625	False	
cz_2	FG_02	1	1	1	12/19/2016	94	11750	False	
cz_5	FG_02	1	1	1	12/02/2016	81	10125	False	
cz_5	FG_02	1	1	1	12/05/2016	99	12375	False	
cz_5	FG_02	1	1	1	12/08/2016	92	11500	False	
cz_5	FG_02	1	1	1	12/11/2016	77	9625	False	
cz_5	FG_02	1	1	1	12/15/2016	57	7125	False	
cz_5	FG_02	1	1	1	12/17/2016	81	10125	False	
cz_5	FG_02	1	1	1	12/20/2016	40	5000	False	
cz_5	FG_02	1	1	1	12/24/2016	76	9500	False	
cz_2	FG_01	1	1	1	12/13/2016	98	10290	False	
cz_8	FG_02	1	1	1	12/02/2016	73	9125	False	
cz_8	FG_02	1	1	1	12/06/2016	50	6250	False	
cz_8	FG_02	1	1	1	12/08/2016	59	7375	False	
cz_8	FG_02	1	1	1	12/12/2016	88	11000	False	
cz_8	FG_02	1	1	1	12/14/2016	74	9250	False	
cz_8	FG_02	1	1	1	12/18/2016	94	11750	False	
cz_8	FG_02	1	1	1	12/20/2016	65	8125	False	
cz_8	FG_02	1	1	1	12/24/2016	57	7125	False	
cz_4	FG_01	1	1	1	12/02/2016	91	9555	False	
cz_3	FG_02	1	1	1	12/01/2016	58	7250	False	
cz_3	FG_02	1	1	1	12/10/2016	86	10750	False	
cz_3	FG_02	1	1	1	12/13/2016	79	9875	False	
cz_3	FG_02	1	1	1	12/16/2016	85	10625	False	
cz_3	FG_02	1	1	1	12/19/2016	89	11125	False	
cz_3	FG_02	1	1	1	12/22/2016	35	4375	False	
cz_6	FG_02	1	1	1	12/02/2016	72	9000	False	
cz_6	FG_02	1	1	1	12/05/2016	5	625	False	
cz_6	FG_02	1	1	1	12/16/2016	82	10250	False	
cz_6	FG_02	1	1	1	12/19/2016	67	8375	False	
cz_6	FG_02	1	1	1	12/22/2016	78	9750	False	
cz_1	FG_02	1	1	1	12/02/2016	109.5	13687.5	False	
cz_1	FG_02	1	1	1	12/05/2016	108	13500	False	
cz_1	FG_02	1	1	1	12/08/2016	10.5	1312.5	False	
cz_1	FG_02	1	1	1	12/11/2016	120	15000	False	
