SiteName	ProductName	PeriodName	DemandMean	DemandStdDev	Intermittency	DemandClass	NonZeroDemandMean	NonZeroDemandStdDev	InterDemandIntervalMean	NonZeroDemandCV2	Variability	Clumpiness	ScenarioID	ScenarioStepNumber	AvgOrderQty	CostOfGoods	TotalWeight	TotalCube	PotentialRevenue	AggregationPeriodCount	TotalDemandQty
Filling Plant	Pack_01	PERIOD_011	6.66667	25.37081		ExtremelySlow							0	1		200.00000	200.00000	200.00000	0.00000	30	200.00000
Filling Plant	Pack_01	PERIOD_012	6.09677	23.61688		ExtremelySlow							0	1		189.00000	189.00000	189.00000	0.00000	31	189.00000
Filling Plant	Bulk_01	PERIOD_001	250.96774	209.18787	Non-Intermittent	Smooth	288.14815	198.40939	1.15385	0.47412			0	1	288.16129	233400.00000	155600.00000	7780.00000	0.00000	31	7780.00000
Filling Plant	Bulk_01	PERIOD_002	232.79310	188.12598	Non-Intermittent	Smooth	306.86364	152.89408	1.21739	0.24825			0	1	306.86364	202530.00000	135020.00000	6751.00000	0.00000	29	6751.00000
Filling Plant	Bulk_01	PERIOD_003	193.77419	187.40984	Non-Intermittent	Erratic	240.28000	179.61916	1.25000	0.55882			0	1	240.33701	180210.00000	120140.00000	6007.00000	0.00000	31	6007.00000
Filling Plant	Bulk_01	PERIOD_004	235.56667	228.16898	Intermittent	Slow	353.35000	188.81856	1.45000	0.28555	HighlyVariable		0	1	353.35003	212010.00000	141340.00000	7067.00000	0.00000	30	7067.00000
Filling Plant	Bulk_01	PERIOD_005	124.29032	128.34516	Non-Intermittent	Erratic	167.52174	122.02901	1.25000	0.53062			0	1	167.57513	115590.00000	77060.00000	3853.00000	0.00000	31	3853.00000
Filling Plant	Bulk_01	PERIOD_006	139.60000	110.99133	Non-Intermittent	Smooth	155.11111	106.02842	1.07407	0.46726			0	1	155.13432	125640.00000	83760.00000	4188.00000	0.00000	30	4188.00000
Filling Plant	Bulk_01	PERIOD_007	126.93548	111.32743	Non-Intermittent	Smooth	157.40000	102.45649	1.25000	0.42371			0	1	157.41060	118050.00000	78700.00000	3935.00000	0.00000	31	3935.00000
Filling Plant	Bulk_01	PERIOD_008	119.45161	105.64369	Non-Intermittent	Smooth	154.29167	94.59409	1.25000	0.37587			0	1	154.29555	111090.00000	74060.00000	3703.00000	0.00000	31	3703.00000
Filling Plant	Bulk_01	PERIOD_009	145.53333	165.82557	Non-Intermittent	Erratic	189.82609	165.70282	1.26087	0.76199			0	1	190.25521	130980.00000	87320.00000	4366.00000	0.00000	30	4366.00000
Filling Plant	Bulk_01	PERIOD_010	119.90323	130.12772	Intermittent	Slow	185.85000	117.62397	1.42857	0.40056	HighlyVariable		0	1	185.85518	111510.00000	74340.00000	3717.00000	0.00000	31	3717.00000
Filling Plant	Bulk_01	PERIOD_011	133.20000	120.33213	Non-Intermittent	Smooth	181.63636	103.82290	1.31818	0.32672			0	1	181.63709	119880.00000	79920.00000	3996.00000	0.00000	30	3996.00000
Filling Plant	Bulk_01	PERIOD_012	111.45161	113.38955	Intermittent	Slow	157.04545	104.24078	1.36364	0.44058	HighlyVariable		0	1	157.06001	103650.00000	69100.00000	3455.00000	0.00000	31	3455.00000
Filling Plant	Pack_02	PERIOD_001	132.77419	120.62413	Non-Intermittent	Erratic	158.30769	115.13636	1.20000	0.52896			0	1	158.31465	4116.00000	4116.00000	4116.00000	0.00000	31	4116.00000
Filling Plant	Pack_02	PERIOD_002	106.72414	87.80412	Non-Intermittent	Smooth	147.38095	67.09506	1.27273	0.20725			0	1	147.38095	3095.00000	3095.00000	3095.00000	0.00000	29	3095.00000
Filling Plant	Pack_02	PERIOD_003	151.51613	143.24754	Non-Intermittent	Smooth	195.70833	133.19240	1.30435	0.46317			0	1	195.70991	4697.00000	4697.00000	4697.00000	0.00000	31	4697.00000
Filling Plant	Pack_02	PERIOD_004	114.93333	116.31554	Intermittent	Slow	181.47368	95.13696	1.52632	0.27483	HighlyVariable		0	1	181.47369	3448.00000	3448.00000	3448.00000	0.00000	30	3448.00000
Filling Plant	Pack_02	PERIOD_005	111.87097	109.39157	Non-Intermittent	Smooth	150.78261	100.91624	1.25000	0.44794			0	1	150.78413	3468.00000	3468.00000	3468.00000	0.00000	31	3468.00000
Filling Plant	Pack_02	PERIOD_006	139.60000	110.99133	Non-Intermittent	Smooth	155.11111	106.02842	1.07407	0.46726			0	1	155.11335	4188.00000	4188.00000	4188.00000	0.00000	30	4188.00000
Filling Plant	Pack_02	PERIOD_007	126.93548	111.32743	Non-Intermittent	Smooth	157.40000	102.45649	1.25000	0.42371			0	1	157.40081	3935.00000	3935.00000	3935.00000	0.00000	31	3935.00000
Filling Plant	Pack_02	PERIOD_008	119.45161	105.64369	Non-Intermittent	Smooth	154.29167	94.59409	1.25000	0.37587			0	1	154.29188	3703.00000	3703.00000	3703.00000	0.00000	31	3703.00000
Filling Plant	Pack_02	PERIOD_009	118.86667	110.01026	Non-Intermittent	Smooth	155.04348	100.44423	1.26087	0.41970			0	1	155.04422	3566.00000	3566.00000	3566.00000	0.00000	30	3566.00000
Filling Plant	Pack_02	PERIOD_010	110.19355	122.71088	Intermittent	Slow	170.80000	113.48712	1.42857	0.44149	HighlyVariable		0	1	170.80112	3416.00000	3416.00000	3416.00000	0.00000	31	3416.00000
Filling Plant	Pack_02	PERIOD_011	126.53333	118.21393	Non-Intermittent	Smooth	172.54545	104.78992	1.31818	0.36883			0	1	172.54559	3796.00000	3796.00000	3796.00000	0.00000	30	3796.00000
Filling Plant	Pack_02	PERIOD_012	105.35484	99.25272	Intermittent	Slow	148.45455	85.84855	1.36364	0.33441	HighlyVariable		0	1	148.45460	3266.00000	3266.00000	3266.00000	0.00000	31	3266.00000
Pack Supplier	Pack_01	PERIOD_001	118.19355	115.93573	Intermittent	Slow	174.47619	99.25050	1.50000	0.32359	HighlyVariable		0	1	174.47621	3664.00000	3664.00000	3664.00000	0.00000	31	3664.00000
Pack Supplier	Pack_01	PERIOD_002	126.06897	111.68704	Intermittent	Slow	182.80000	86.40882	1.33333	0.22344	HighlyVariable		0	1	182.80000	3656.00000	3656.00000	3656.00000	0.00000	29	3656.00000
Pack Supplier	Pack_01	PERIOD_003	42.25806	83.72493	Intermittent	Slow	145.55556	96.80923	3.33333	0.44236	HighlyVariable		0	1	145.55696	1310.00000	1310.00000	1310.00000	0.00000	31	1310.00000
Pack Supplier	Pack_01	PERIOD_004	120.63333	132.19304	Intermittent	Slow	212.88235	103.96086	1.61111	0.23848	HighlyVariable		0	1	212.88235	3619.00000	3619.00000	3619.00000	0.00000	30	3619.00000
Pack Supplier	Pack_01	PERIOD_005	12.41935	32.80729	Intermittent	Slow	96.25000	2.21736	6.00000	0.00053	LowVariable		0	1	96.25000	385.00000	385.00000	385.00000	0.00000	31	385.00000
Pack Supplier	Pack_01	PERIOD_006											0	1					0.00000	30	
Pack Supplier	Pack_01	PERIOD_007											0	1					0.00000	31	
Pack Supplier	Pack_01	PERIOD_008											0	1					0.00000	31	
Pack Supplier	Pack_01	PERIOD_009	26.66667	86.83450	Intermittent	Slow	266.66667	115.47005	7.25000	0.18750	HighlyVariable		0	1	266.66667	800.00000	800.00000	800.00000	0.00000	30	800.00000
Pack Supplier	Pack_01	PERIOD_010	9.70968	54.06120		ExtremelySlow							0	1		301.00000	301.00000	301.00000	0.00000	31	301.00000
Pack Supplier	Pack_01	PERIOD_011	6.66667	25.37081		ExtremelySlow							0	1		200.00000	200.00000	200.00000	0.00000	30	200.00000
Pack Supplier	Pack_01	PERIOD_012	6.09677	23.61688		ExtremelySlow							0	1		189.00000	189.00000	189.00000	0.00000	31	189.00000
Pack Supplier	Pack_02	PERIOD_001	132.77419	120.62413	Non-Intermittent	Erratic	158.30769	115.13636	1.20000	0.52896			0	1	158.31465	4116.00000	4116.00000	4116.00000	0.00000	31	4116.00000
Pack Supplier	Pack_02	PERIOD_002	106.72414	87.80412	Non-Intermittent	Smooth	147.38095	67.09506	1.27273	0.20725			0	1	147.38095	3095.00000	3095.00000	3095.00000	0.00000	29	3095.00000
Pack Supplier	Pack_02	PERIOD_003	151.51613	143.24754	Non-Intermittent	Smooth	195.70833	133.19240	1.30435	0.46317			0	1	195.70991	4697.00000	4697.00000	4697.00000	0.00000	31	4697.00000
Pack Supplier	Pack_02	PERIOD_004	114.93333	116.31554	Intermittent	Slow	181.47368	95.13696	1.52632	0.27483	HighlyVariable		0	1	181.47369	3448.00000	3448.00000	3448.00000	0.00000	30	3448.00000
Pack Supplier	Pack_02	PERIOD_005	111.87097	109.39157	Non-Intermittent	Smooth	150.78261	100.91624	1.25000	0.44794			0	1	150.78413	3468.00000	3468.00000	3468.00000	0.00000	31	3468.00000
Pack Supplier	Pack_02	PERIOD_006	139.60000	110.99133	Non-Intermittent	Smooth	155.11111	106.02842	1.07407	0.46726			0	1	155.11335	4188.00000	4188.00000	4188.00000	0.00000	30	4188.00000
Pack Supplier	Pack_02	PERIOD_007	126.93548	111.32743	Non-Intermittent	Smooth	157.40000	102.45649	1.25000	0.42371			0	1	157.40081	3935.00000	3935.00000	3935.00000	0.00000	31	3935.00000
Pack Supplier	Pack_02	PERIOD_008	119.45161	105.64369	Non-Intermittent	Smooth	154.29167	94.59409	1.25000	0.37587			0	1	154.29188	3703.00000	3703.00000	3703.00000	0.00000	31	3703.00000
Pack Supplier	Pack_02	PERIOD_009	118.86667	110.01026	Non-Intermittent	Smooth	155.04348	100.44423	1.26087	0.41970			0	1	155.04422	3566.00000	3566.00000	3566.00000	0.00000	30	3566.00000
Pack Supplier	Pack_02	PERIOD_010	110.19355	122.71088	Intermittent	Slow	170.80000	113.48712	1.42857	0.44149	HighlyVariable		0	1	170.80112	3416.00000	3416.00000	3416.00000	0.00000	31	3416.00000
Pack Supplier	Pack_02	PERIOD_011	126.53333	118.21393	Non-Intermittent	Smooth	172.54545	104.78992	1.31818	0.36883			0	1	172.54559	3796.00000	3796.00000	3796.00000	0.00000	30	3796.00000
Pack Supplier	Pack_02	PERIOD_012	105.35484	99.25272	Intermittent	Slow	148.45455	85.84855	1.36364	0.33441	HighlyVariable		0	1	148.45460	3266.00000	3266.00000	3266.00000	0.00000	31	3266.00000
Plant2	Bulk_01	PERIOD_001	250.96774	209.18787	Non-Intermittent	Smooth	288.14815	198.40939	1.15385	0.47412			0	1	288.14945	233400.00000	155600.00000	7780.00000	0.00000	31	7780.00000
Plant2	Bulk_01	PERIOD_002	232.79310	188.12598	Non-Intermittent	Smooth	306.86364	152.89408	1.21739	0.24825			0	1	306.86364	202530.00000	135020.00000	6751.00000	0.00000	29	6751.00000
Plant2	Bulk_01	PERIOD_003	193.77419	187.40984	Non-Intermittent	Erratic	240.28000	179.61916	1.25000	0.55882			0	1	240.28804	180210.00000	120140.00000	6007.00000	0.00000	31	6007.00000
Plant2	Bulk_01	PERIOD_004	235.56667	228.16898	Intermittent	Slow	353.35000	188.81856	1.45000	0.28555	HighlyVariable		0	1	353.35000	212010.00000	141340.00000	7067.00000	0.00000	30	7067.00000
Plant2	Bulk_01	PERIOD_005	124.29032	128.34516	Non-Intermittent	Erratic	167.52174	122.02901	1.25000	0.53062			0	1	167.52855	115590.00000	77060.00000	3853.00000	0.00000	31	3853.00000
Plant2	Bulk_01	PERIOD_006	139.60000	110.99133	Non-Intermittent	Smooth	155.11111	106.02842	1.07407	0.46726			0	1	155.11335	125640.00000	83760.00000	4188.00000	0.00000	30	4188.00000
Plant2	Bulk_01	PERIOD_007	126.93548	111.32743	Non-Intermittent	Smooth	157.40000	102.45649	1.25000	0.42371			0	1	157.40081	118050.00000	78700.00000	3935.00000	0.00000	31	3935.00000
Plant2	Bulk_01	PERIOD_008	119.45161	105.64369	Non-Intermittent	Smooth	154.29167	94.59409	1.25000	0.37587			0	1	154.29188	111090.00000	74060.00000	3703.00000	0.00000	31	3703.00000
Plant2	Bulk_01	PERIOD_009	145.53333	165.82557	Non-Intermittent	Erratic	189.82609	165.70282	1.26087	0.76199			0	1	189.92796	130980.00000	87320.00000	4366.00000	0.00000	30	4366.00000
Plant2	Bulk_01	PERIOD_010	119.90323	130.12772	Intermittent	Slow	185.85000	117.62397	1.42857	0.40056	HighlyVariable		0	1	185.85034	111510.00000	74340.00000	3717.00000	0.00000	31	3717.00000
Plant2	Bulk_01	PERIOD_011	133.20000	120.33213	Non-Intermittent	Smooth	181.63636	103.82290	1.31818	0.32672			0	1	181.63639	119880.00000	79920.00000	3996.00000	0.00000	30	3996.00000
Plant2	Bulk_01	PERIOD_012	111.45161	113.38955	Intermittent	Slow	157.04545	104.24078	1.36364	0.44058	HighlyVariable		0	1	157.04668	103650.00000	69100.00000	3455.00000	0.00000	31	3455.00000
Plant1	000001	PERIOD_001	501.93548	418.37574	Non-Intermittent	Smooth	576.29630	396.81877	1.15385	0.47412			0	1	576.29690	155600.00000	311200.00000	15560.00000	0.00000	31	15560.00000
Plant1	000001	PERIOD_002	465.58621	376.25196	Non-Intermittent	Smooth	613.72727	305.78816	1.21739	0.24825			0	1	613.72727	135020.00000	270040.00000	13502.00000	0.00000	29	13502.00000
Plant1	000001	PERIOD_003	387.54839	374.81968	Non-Intermittent	Erratic	480.56000	359.23832	1.25000	0.55882			0	1	480.56466	120140.00000	240280.00000	12014.00000	0.00000	31	12014.00000
Plant1	000001	PERIOD_004	471.13333	456.33795	Intermittent	Slow	706.70000	377.63713	1.45000	0.28555	HighlyVariable		0	1	706.70000	141340.00000	282680.00000	14134.00000	0.00000	30	14134.00000
Plant1	000001	PERIOD_005	248.58065	256.69032	Non-Intermittent	Erratic	335.04348	244.05802	1.25000	0.53062			0	1	335.04717	77060.00000	154120.00000	7706.00000	0.00000	31	7706.00000
Plant1	000001	PERIOD_006	279.20000	221.98266	Non-Intermittent	Smooth	310.22222	212.05684	1.07407	0.46726			0	1	310.22324	83760.00000	167520.00000	8376.00000	0.00000	30	8376.00000
Plant1	000001	PERIOD_007	253.87097	222.65485	Non-Intermittent	Smooth	314.80000	204.91299	1.25000	0.42371			0	1	314.80032	78700.00000	157400.00000	7870.00000	0.00000	31	7870.00000
Plant1	000001	PERIOD_008	238.90323	211.28738	Non-Intermittent	Smooth	308.58333	189.18818	1.25000	0.37587			0	1	308.58340	74060.00000	148120.00000	7406.00000	0.00000	31	7406.00000
Plant1	000001	PERIOD_009	291.06667	331.65114	Non-Intermittent	Erratic	379.65217	331.40563	1.26087	0.76199			0	1	379.73430	87320.00000	174640.00000	8732.00000	0.00000	30	8732.00000
Plant1	000001	PERIOD_010	239.80645	260.25544	Intermittent	Slow	371.70000	235.24793	1.42857	0.40056	HighlyVariable		0	1	371.70012	74340.00000	148680.00000	7434.00000	0.00000	31	7434.00000
Plant1	000001	PERIOD_011	266.40000	240.66425	Non-Intermittent	Smooth	363.27273	207.64580	1.31818	0.32672			0	1	363.27273	79920.00000	159840.00000	7992.00000	0.00000	30	7992.00000
Plant1	000001	PERIOD_012	222.90323	226.77909	Intermittent	Slow	314.09091	208.48156	1.36364	0.44058	HighlyVariable		0	1	314.09142	69100.00000	138200.00000	6910.00000	0.00000	31	6910.00000
Plant1	Raw_02	PERIOD_001	1505.80645	1255.12723	Non-Intermittent	Smooth	1728.88889	1190.45632	1.15385	0.47412			0	1	1728.88907	93360.00000	466800.00000	46680.00000	0.00000	31	46680.00000
Plant1	Raw_02	PERIOD_002	1396.75862	1128.75588	Non-Intermittent	Smooth	1841.18182	917.36448	1.21739	0.24825			0	1	1841.18182	81012.00000	405060.00000	40506.00000	0.00000	29	40506.00000
Plant1	Raw_02	PERIOD_003	1162.64516	1124.45903	Non-Intermittent	Erratic	1441.68000	1077.71497	1.25000	0.55882			0	1	1441.68196	72084.00000	360420.00000	36042.00000	0.00000	31	36042.00000
Plant1	Raw_02	PERIOD_004	1413.40000	1369.01386	Intermittent	Slow	2120.10000	1132.91138	1.45000	0.28555	HighlyVariable		0	1	2120.10000	84804.00000	424020.00000	42402.00000	0.00000	30	42402.00000
Plant1	Raw_02	PERIOD_005	745.74194	770.07095	Non-Intermittent	Erratic	1005.13043	732.17405	1.25000	0.53062			0	1	1005.13184	46236.00000	231180.00000	23118.00000	0.00000	31	23118.00000
Plant1	Raw_02	PERIOD_006	837.60000	665.94799	Non-Intermittent	Smooth	930.66667	636.17051	1.07407	0.46726			0	1	930.66696	50256.00000	251280.00000	25128.00000	0.00000	30	25128.00000
Plant1	Raw_02	PERIOD_007	761.61290	667.96455	Non-Intermittent	Smooth	944.40000	614.73897	1.25000	0.42371			0	1	944.40007	47220.00000	236100.00000	23610.00000	0.00000	31	23610.00000
Plant1	Raw_02	PERIOD_008	716.70968	633.86214	Non-Intermittent	Smooth	925.75000	567.56453	1.25000	0.37587			0	1	925.75001	44436.00000	222180.00000	22218.00000	0.00000	31	22218.00000
Plant1	Raw_02	PERIOD_009	873.20000	994.95342	Non-Intermittent	Erratic	1138.95652	994.21689	1.26087	0.76199			0	1	1139.01484	52392.00000	261960.00000	26196.00000	0.00000	30	26196.00000
Plant1	Raw_02	PERIOD_010	719.41935	780.76632	Intermittent	Slow	1115.10000	705.74380	1.42857	0.40056	HighlyVariable		0	1	1115.10002	44604.00000	223020.00000	22302.00000	0.00000	31	22302.00000
Plant1	Raw_02	PERIOD_011	799.20000	721.99276	Non-Intermittent	Smooth	1089.81818	622.93741	1.31818	0.32672			0	1	1089.81818	47952.00000	239760.00000	23976.00000	0.00000	30	23976.00000
Plant1	Raw_02	PERIOD_012	668.70968	680.33728	Intermittent	Slow	942.27273	625.44469	1.36364	0.44058	HighlyVariable		0	1	942.27285	41460.00000	207300.00000	20730.00000	0.00000	31	20730.00000
Plant1	Raw_01	PERIOD_001	1254.83871	1045.93936	Non-Intermittent	Smooth	1440.74074	992.04694	1.15385	0.47412			0	1	1440.74296	38900.00000	389000.00000	38900.00000	0.00000	31	38900.00000
Plant1	Raw_01	PERIOD_002	1163.96552	940.62990	Non-Intermittent	Smooth	1534.31818	764.47040	1.21739	0.24825			0	1	1534.31818	33755.00000	337550.00000	33755.00000	0.00000	29	33755.00000
Plant1	Raw_01	PERIOD_003	968.87097	937.04919	Non-Intermittent	Erratic	1201.40000	898.09581	1.25000	0.55882			0	1	1201.41613	30035.00000	300350.00000	30035.00000	0.00000	31	30035.00000
Plant1	Raw_01	PERIOD_004	1177.83333	1140.84488	Intermittent	Slow	1766.75000	944.09282	1.45000	0.28555	HighlyVariable		0	1	1766.75000	35335.00000	353350.00000	35335.00000	0.00000	30	35335.00000
Plant1	Raw_01	PERIOD_005	621.45161	641.72579	Non-Intermittent	Erratic	837.60870	610.14505	1.25000	0.53062			0	1	837.62172	19265.00000	192650.00000	19265.00000	0.00000	31	19265.00000
Plant1	Raw_01	PERIOD_006	698.00000	554.95666	Non-Intermittent	Smooth	775.55556	530.14210	1.07407	0.46726			0	1	775.55932	20940.00000	209400.00000	20940.00000	0.00000	30	20940.00000
Plant1	Raw_01	PERIOD_007	634.67742	556.63713	Non-Intermittent	Smooth	787.00000	512.28247	1.25000	0.42371			0	1	787.00121	19675.00000	196750.00000	19675.00000	0.00000	31	19675.00000
Plant1	Raw_01	PERIOD_008	597.25806	528.21845	Non-Intermittent	Smooth	771.45833	472.97044	1.25000	0.37587			0	1	771.45861	18515.00000	185150.00000	18515.00000	0.00000	31	18515.00000
Plant1	Raw_01	PERIOD_009	727.66667	829.12785	Non-Intermittent	Erratic	949.13043	828.51408	1.26087	0.76199			0	1	949.39119	21830.00000	218300.00000	21830.00000	0.00000	30	21830.00000
Plant1	Raw_01	PERIOD_010	599.51613	650.63860	Intermittent	Slow	929.25000	588.11983	1.42857	0.40056	HighlyVariable		0	1	929.25047	18585.00000	185850.00000	18585.00000	0.00000	31	18585.00000
Plant1	Raw_01	PERIOD_011	666.00000	601.66063	Non-Intermittent	Smooth	908.18182	519.11451	1.31818	0.32672			0	1	908.18185	19980.00000	199800.00000	19980.00000	0.00000	30	19980.00000
Plant1	Raw_01	PERIOD_012	557.25806	566.94773	Intermittent	Slow	785.22727	521.20391	1.36364	0.44058	HighlyVariable		0	1	785.22919	17275.00000	172750.00000	17275.00000	0.00000	31	17275.00000
Plant1	000002	PERIOD_001	752.90323	627.56361	Non-Intermittent	Smooth	864.44444	595.22816	1.15385	0.47412			0	1	864.44483	350100.00000	466800.00000	23340.00000	0.00000	31	23340.00000
Plant1	000002	PERIOD_002	698.37931	564.37794	Non-Intermittent	Smooth	920.59091	458.68224	1.21739	0.24825			0	1	920.59091	303795.00000	405060.00000	20253.00000	0.00000	29	20253.00000
Plant1	000002	PERIOD_003	581.32258	562.22951	Non-Intermittent	Erratic	720.84000	538.85749	1.25000	0.55882			0	1	720.84338	270315.00000	360420.00000	18021.00000	0.00000	31	18021.00000
Plant1	000002	PERIOD_004	706.70000	684.50693	Intermittent	Slow	1060.05000	566.45569	1.45000	0.28555	HighlyVariable		0	1	1060.05000	318015.00000	424020.00000	21201.00000	0.00000	30	21201.00000
Plant1	000002	PERIOD_005	372.87097	385.03547	Non-Intermittent	Erratic	502.56522	366.08703	1.25000	0.53062			0	1	502.56780	173385.00000	231180.00000	11559.00000	0.00000	31	11559.00000
Plant1	000002	PERIOD_006	418.80000	332.97400	Non-Intermittent	Smooth	465.33333	318.08526	1.07407	0.46726			0	1	465.33398	188460.00000	251280.00000	12564.00000	0.00000	30	12564.00000
Plant1	000002	PERIOD_007	380.80645	333.98228	Non-Intermittent	Smooth	472.20000	307.36948	1.25000	0.42371			0	1	472.20018	177075.00000	236100.00000	11805.00000	0.00000	31	11805.00000
Plant1	000002	PERIOD_008	358.35484	316.93107	Non-Intermittent	Smooth	462.87500	283.78227	1.25000	0.37587			0	1	462.87503	166635.00000	222180.00000	11109.00000	0.00000	31	11109.00000
Plant1	000002	PERIOD_009	436.60000	497.47671	Non-Intermittent	Erratic	569.47826	497.10845	1.26087	0.76199			0	1	569.55064	196470.00000	261960.00000	13098.00000	0.00000	30	13098.00000
Plant1	000002	PERIOD_010	359.70968	390.38316	Intermittent	Slow	557.55000	352.87190	1.42857	0.40056	HighlyVariable		0	1	557.55007	167265.00000	223020.00000	11151.00000	0.00000	31	11151.00000
Plant1	000002	PERIOD_011	399.60000	360.99638	Non-Intermittent	Smooth	544.90909	311.46870	1.31818	0.32672			0	1	544.90909	179820.00000	239760.00000	11988.00000	0.00000	30	11988.00000
Plant1	000002	PERIOD_012	334.35484	340.16864	Intermittent	Slow	471.13636	312.72235	1.36364	0.44058	HighlyVariable		0	1	471.13667	155475.00000	207300.00000	10365.00000	0.00000	31	10365.00000
Plant1	Raw_03	PERIOD_001	3262.58065	2719.44233	Non-Intermittent	Smooth	3745.92593	2579.32203	1.15385	0.47412			0	1	3745.92670	303420.00000	1011400.00000	101140.00000	0.00000	31	101140.00000
Plant1	Raw_03	PERIOD_002	3026.31034	2445.63774	Non-Intermittent	Smooth	3989.22727	1987.62303	1.21739	0.24825			0	1	3989.22727	263289.00000	877630.00000	87763.00000	0.00000	29	87763.00000
Plant1	Raw_03	PERIOD_003	2519.06452	2436.32789	Non-Intermittent	Erratic	3123.64000	2335.04911	1.25000	0.55882			0	1	3123.64760	234273.00000	780910.00000	78091.00000	0.00000	31	78091.00000
Plant1	Raw_03	PERIOD_004	3062.36667	2966.19669	Intermittent	Slow	4593.55000	2454.64133	1.45000	0.28555	HighlyVariable		0	1	4593.55000	275613.00000	918710.00000	91871.00000	0.00000	30	91871.00000
Plant1	Raw_03	PERIOD_005	1615.77419	1668.48705	Non-Intermittent	Erratic	2177.78261	1586.37712	1.25000	0.53062			0	1	2177.78821	150267.00000	500890.00000	50089.00000	0.00000	31	50089.00000
Plant1	Raw_03	PERIOD_006	1814.80000	1442.88732	Non-Intermittent	Smooth	2016.44444	1378.36945	1.07407	0.46726			0	1	2016.44572	163332.00000	544440.00000	54444.00000	0.00000	30	54444.00000
Plant1	Raw_03	PERIOD_007	1650.16129	1447.25653	Non-Intermittent	Smooth	2046.20000	1331.93443	1.25000	0.42371			0	1	2046.20033	153465.00000	511550.00000	51155.00000	0.00000	31	51155.00000
Plant1	Raw_03	PERIOD_008	1552.87097	1373.36797	Non-Intermittent	Smooth	2005.79167	1229.72316	1.25000	0.37587			0	1	2005.79172	144417.00000	481390.00000	48139.00000	0.00000	31	48139.00000
Plant1	Raw_03	PERIOD_009	1891.93333	2155.73241	Non-Intermittent	Erratic	2467.73913	2154.13660	1.26087	0.76199			0	1	2467.93276	170274.00000	567580.00000	56758.00000	0.00000	30	56758.00000
Plant1	Raw_03	PERIOD_010	1558.74194	1691.66037	Intermittent	Slow	2416.05000	1529.11156	1.42857	0.40056	HighlyVariable		0	1	2416.05011	144963.00000	483210.00000	48321.00000	0.00000	31	48321.00000
Plant1	Raw_03	PERIOD_011	1731.60000	1564.31765	Non-Intermittent	Smooth	2361.27273	1349.69772	1.31818	0.32672			0	1	2361.27273	155844.00000	519480.00000	51948.00000	0.00000	30	51948.00000
Plant1	Raw_03	PERIOD_012	1448.87097	1474.06410	Intermittent	Slow	2041.59091	1355.13017	1.36364	0.44058	HighlyVariable		0	1	2041.59148	134745.00000	449150.00000	44915.00000	0.00000	31	44915.00000
Plant1	000003	PERIOD_001	1003.87097	836.75149	Non-Intermittent	Smooth	1152.59259	793.63755	1.15385	0.47412			0	1	1152.59287	622400.00000	622400.00000	31120.00000	0.00000	31	31120.00000
Plant1	000003	PERIOD_002	931.17241	752.50392	Non-Intermittent	Smooth	1227.45455	611.57632	1.21739	0.24825			0	1	1227.45455	540080.00000	540080.00000	27004.00000	0.00000	29	27004.00000
Plant1	000003	PERIOD_003	775.09677	749.63935	Non-Intermittent	Erratic	961.12000	718.47665	1.25000	0.55882			0	1	961.12270	480560.00000	480560.00000	24028.00000	0.00000	31	24028.00000
Plant1	000003	PERIOD_004	942.26667	912.67590	Intermittent	Slow	1413.40000	755.27425	1.45000	0.28555	HighlyVariable		0	1	1413.40000	565360.00000	565360.00000	28268.00000	0.00000	30	28268.00000
Plant1	000003	PERIOD_005	497.16129	513.38063	Non-Intermittent	Erratic	670.08696	488.11604	1.25000	0.53062			0	1	670.08896	308240.00000	308240.00000	15412.00000	0.00000	31	15412.00000
Plant1	000003	PERIOD_006	558.40000	443.96533	Non-Intermittent	Smooth	620.44444	424.11368	1.07407	0.46726			0	1	620.44491	335040.00000	335040.00000	16752.00000	0.00000	30	16752.00000
Plant1	000003	PERIOD_007	507.74194	445.30970	Non-Intermittent	Smooth	629.60000	409.82598	1.25000	0.42371			0	1	629.60012	314800.00000	314800.00000	15740.00000	0.00000	31	15740.00000
Plant1	000003	PERIOD_008	477.80645	422.57476	Non-Intermittent	Smooth	617.16667	378.37636	1.25000	0.37587			0	1	617.16669	296240.00000	296240.00000	14812.00000	0.00000	31	14812.00000
Plant1	000003	PERIOD_009	582.13333	663.30228	Non-Intermittent	Erratic	759.30435	662.81126	1.26087	0.76199			0	1	759.37052	349280.00000	349280.00000	17464.00000	0.00000	30	17464.00000
Plant1	000003	PERIOD_010	479.61290	520.51088	Intermittent	Slow	743.40000	470.49586	1.42857	0.40056	HighlyVariable		0	1	743.40004	297360.00000	297360.00000	14868.00000	0.00000	31	14868.00000
Plant1	000003	PERIOD_011	532.80000	481.32851	Non-Intermittent	Smooth	726.54545	415.29160	1.31818	0.32672			0	1	726.54546	319680.00000	319680.00000	15984.00000	0.00000	30	15984.00000
Plant1	000003	PERIOD_012	445.80645	453.55819	Intermittent	Slow	628.18182	416.96313	1.36364	0.44058	HighlyVariable		0	1	628.18203	276400.00000	276400.00000	13820.00000	0.00000	31	13820.00000
Raw Material Supplier	Raw_02	PERIOD_001	1505.80645	1255.12723	Non-Intermittent	Smooth	1728.88889	1190.45632	1.15385	0.47412			0	1	1728.88907	93360.00000	466800.00000	46680.00000	0.00000	31	46680.00000
